-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2021 
Location: Latitude  8.2739   Longitude 77.5674 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 261.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,WS10M,T2M
2019,3,18,10,98.36,4.75,4.37,33.81
2019,3,18,11,98.23,4.82,4.49,35.14
2019,3,18,12,98.11,4.86,4.61,35.83
2019,3,18,13,98.01,4.9,4.72,36.05
2019,3,18,14,97.95,4.96,4.79,35.68
2019,3,18,15,97.94,5.14,4.85,34.4
2019,3,18,16,97.99,5.29,4.8,32.9
2019,3,18,17,98.08,5.19,4.39,31.26
2019,3,18,18,98.18,4.6,3.46,29.87
2019,3,18,19,98.28,3.85,2.76,28.85
2019,3,18,20,98.34,3.16,1.74,27.93
2019,3,18,21,98.37,2.91,1.34,27.29
2019,3,18,22,98.35,3.27,1.51,26.86
2019,3,18,23,98.29,3.39,1.62,26.36
2019,3,19,0,98.19,3.49,1.67,25.81
2019,3,19,1,98.11,3.7,1.87,25.47
2019,3,19,2,98.08,3.79,2.02,25.14
2019,3,19,3,98.09,3.84,2.17,24.87
2019,3,19,4,98.13,3.92,2.47,24.75
2019,3,19,5,98.19,3.89,2.68,24.69
2019,3,19,6,98.25,3.89,3.17,25.21
2019,3,19,7,98.31,4.16,3.61,26.86
2019,3,19,8,98.34,4.24,3.76,29.08
2019,3,19,9,98.31,4.46,3.98,31.69
2019,3,19,10,98.21,4.62,4.13,33.96
2019,3,19,11,98.08,4.69,4.21,35.44
2019,3,19,12,97.95,4.72,4.27,36.43
2019,3,19,13,97.84,4.74,4.37,36.95
2019,3,19,14,97.76,4.81,4.53,36.8
2019,3,19,15,97.73,4.95,4.71,36.04
2019,3,19,16,97.77,5.08,4.75,34.57
2019,3,19,17,97.85,5.29,4.34,32.42
2019,3,19,18,97.97,5.05,3.17,30.13
2019,3,19,19,98.09,3.94,2.19,28.69
2019,3,19,20,98.2,2.79,1.39,27.5
2019,3,19,21,98.25,1.75,1.09,26.69
2019,3,19,22,98.24,1.04,0.73,26.35
2019,3,19,23,98.18,0.51,0.37,26.19
2019,3,20,0,98.09,0.26,0.19,25.96
2019,3,20,1,98.0,0.67,0.47,25.44
2019,3,20,2,97.95,1.02,0.72,24.98
2019,3,20,3,97.95,1.26,0.89,24.59
2019,3,20,4,97.99,1.55,1.08,24.18
2019,3,20,5,98.08,1.89,1.29,23.73
2019,3,20,6,98.17,2.17,1.75,25.23
2019,3,20,7,98.24,2.43,2.16,28.19
2019,3,20,8,98.29,2.54,2.25,30.79
2019,3,20,9,98.29,2.71,2.4,33.19
2019,3,20,10,98.21,2.87,2.57,35.22
2019,3,20,11,98.09,2.99,2.76,36.65
2019,3,20,12,97.96,3.15,3.02,37.49
2019,3,20,13,97.86,3.39,3.34,37.62
2019,3,20,14,97.79,3.73,3.7,37.17
2019,3,20,15,97.77,4.03,3.95,36.08
2019,3,20,16,97.81,4.27,4.02,34.33
2019,3,20,17,97.9,4.46,3.75,32.17
2019,3,20,18,98.01,4.25,2.99,30.2
2019,3,20,19,98.13,3.55,2.42,28.9
2019,3,20,20,98.23,2.92,1.56,27.8
2019,3,20,21,98.28,2.29,1.13,26.99
2019,3,20,22,98.27,1.69,1.02,26.33
2019,3,20,23,98.21,1.19,0.83,25.87
2019,3,21,0,98.13,0.77,0.57,25.47
2019,3,21,1,98.06,0.66,0.48,25.06
2019,3,21,2,98.0,1.0,0.71,24.52
2019,3,21,3,97.99,1.38,0.95,23.99
2019,3,21,4,98.04,1.71,1.12,23.59
2019,3,21,5,98.13,1.94,1.22,23.32
2019,3,21,6,98.22,2.04,1.71,24.54
2019,3,21,7,98.32,2.36,2.09,27.1
2019,3,21,8,98.38,2.84,2.5,30.39
2019,3,21,9,98.37,3.23,2.86,33.01
2019,3,21,10,98.28,3.5,3.13,35.04
2019,3,21,11,98.16,3.7,3.38,36.55
2019,3,21,12,98.02,3.94,3.7,37.49
2019,3,21,13,97.92,4.27,4.12,37.8
2019,3,21,14,97.85,4.7,4.57,37.44
2019,3,21,15,97.83,5.08,4.91,36.38
2019,3,21,16,97.88,5.41,5.05,34.71
2019,3,21,17,97.98,5.82,4.85,32.38
2019,3,21,18,98.12,5.47,3.91,30.06
2019,3,21,19,98.24,4.25,2.96,28.53
2019,3,21,20,98.33,3.3,1.77,27.15
2019,3,21,21,98.39,2.5,1.37,26.02
2019,3,21,22,98.39,1.74,1.16,25.33
2019,3,21,23,98.33,1.3,0.93,24.94
2019,3,22,0,98.26,1.67,1.14,24.26
2019,3,22,1,98.18,2.4,1.48,23.62
2019,3,22,2,98.14,2.92,1.67,23.29
2019,3,22,3,98.15,3.19,1.75,23.08
2019,3,22,4,98.2,3.34,1.8,22.92
2019,3,22,5,98.28,3.48,1.83,22.81
2019,3,22,6,98.37,3.56,2.91,24.65
2019,3,22,7,98.44,3.72,3.31,27.26
2019,3,22,8,98.47,3.79,3.37,29.99
2019,3,22,9,98.46,4.14,3.68,32.6
2019,3,22,10,98.37,4.45,4.0,34.75
2019,3,22,11,98.24,4.73,4.3,36.26
2019,3,22,12,98.09,5.0,4.64,37.19
2019,3,22,13,97.97,5.28,5.0,37.42
2019,3,22,14,97.9,5.45,5.25,36.9
2019,3,22,15,97.89,5.49,5.3,35.85
2019,3,22,16,97.92,5.49,5.17,34.21
2019,3,22,17,97.99,5.64,4.84,32.07
2019,3,22,18,98.1,5.15,3.96,30.16
2019,3,22,19,98.2,3.92,2.9,28.9
2019,3,22,20,98.29,2.88,1.59,27.86
2019,3,22,21,98.33,1.86,1.08,26.98
2019,3,22,22,98.34,0.82,0.59,26.62
2019,3,22,23,98.29,0.53,0.38,26.28
2019,3,23,0,98.21,1.23,0.83,25.69
2019,3,23,1,98.15,1.71,1.12,25.19
2019,3,23,2,98.11,1.7,1.13,24.9
2019,3,23,3,98.11,1.46,1.02,24.75
2019,3,23,4,98.16,1.36,0.95,24.52
2019,3,23,5,98.24,1.45,1.01,24.22
2019,3,23,6,98.34,1.64,1.34,25.6
2019,3,23,7,98.42,1.8,1.6,28.56
2019,3,23,8,98.45,2.0,1.74,31.18
2019,3,23,9,98.42,2.38,2.02,33.61
2019,3,23,10,98.31,2.72,2.29,35.68
2019,3,23,11,98.17,2.96,2.57,37.21
2019,3,23,12,98.03,3.18,2.91,38.22
2019,3,23,13,97.91,3.43,3.32,38.61
2019,3,23,14,97.83,3.8,3.8,38.33
2019,3,23,15,97.81,4.37,4.37,37.31
2019,3,23,16,97.85,5.08,4.85,35.48
2019,3,23,17,97.96,5.54,4.82,32.87
2019,3,23,18,98.08,5.18,4.23,30.54
2019,3,23,19,98.21,4.33,3.58,29.15
2019,3,23,20,98.29,3.49,2.83,28.27
2019,3,23,21,98.32,2.73,1.99,27.57
2019,3,23,22,98.31,2.24,1.15,26.79
2019,3,23,23,98.25,1.95,1.12,26.1
2019,3,24,0,98.16,1.74,1.09,25.58
2019,3,24,1,98.08,1.45,0.98,25.25
2019,3,24,2,98.05,1.21,0.85,25.04
2019,3,24,3,98.04,1.16,0.82,24.81
2019,3,24,4,98.08,1.29,0.9,24.55
2019,3,24,5,98.16,1.41,0.97,24.34
2019,3,24,6,98.25,1.52,1.23,25.62
2019,3,24,7,98.33,1.26,1.18,28.41
2019,3,24,8,98.36,1.58,1.32,31.41
2019,3,24,9,98.34,2.52,2.18,33.97
2019,3,24,10,98.25,3.27,2.93,36.1
2019,3,24,11,98.11,3.89,3.58,37.62
2019,3,24,12,97.97,4.45,4.21,38.5
2019,3,24,13,97.84,5.03,4.87,38.58
2019,3,24,14,97.77,5.54,5.4,37.89
2019,3,24,15,97.75,5.93,5.7,36.51
2019,3,24,16,97.8,6.29,5.78,34.5
2019,3,24,17,97.89,6.35,5.36,31.9
2019,3,24,18,98.0,5.41,4.11,29.57
2019,3,24,19,98.1,4.09,2.76,28.1
2019,3,24,20,98.18,2.99,1.55,26.9
2019,3,24,21,98.21,2.06,1.25,26.03
2019,3,24,22,98.19,1.43,0.97,25.57
2019,3,24,23,98.13,1.02,0.71,25.2
2019,3,25,0,98.05,0.7,0.49,24.83
2019,3,25,1,97.98,0.53,0.39,24.62
2019,3,25,2,97.95,0.73,0.53,24.15
2019,3,25,3,97.95,1.2,0.86,23.57
2019,3,25,4,98.0,1.8,1.25,23.05
2019,3,25,5,98.09,2.34,1.55,22.51
2019,3,25,6,98.18,2.69,2.14,24.33
2019,3,25,7,98.25,3.47,3.02,27.85
2019,3,25,8,98.28,4.37,3.82,30.94
2019,3,25,9,98.26,5.34,4.67,33.53
2019,3,25,10,98.18,6.06,5.34,35.53
2019,3,25,11,98.07,6.55,5.82,36.87
2019,3,25,12,97.96,6.96,6.25,37.51
2019,3,25,13,97.87,7.27,6.57,37.4
2019,3,25,14,97.83,7.43,6.71,36.65
2019,3,25,15,97.83,7.47,6.68,35.37
2019,3,25,16,97.88,7.37,6.42,33.65
2019,3,25,17,97.97,6.83,5.38,31.48
2019,3,25,18,98.07,5.76,3.06,29.08
2019,3,25,19,98.17,4.59,2.26,27.59
2019,3,25,20,98.26,3.55,2.02,26.63
2019,3,25,21,98.3,2.84,1.76,25.99
2019,3,25,22,98.29,2.85,1.77,25.38
2019,3,25,23,98.23,3.12,1.89,24.73
2019,3,26,0,98.15,3.33,1.99,24.12
2019,3,26,1,98.09,3.44,2.04,23.59
2019,3,26,2,98.06,3.44,2.03,23.12
2019,3,26,3,98.08,3.46,2.04,22.73
2019,3,26,4,98.13,3.54,2.08,22.38
2019,3,26,5,98.22,3.62,2.13,22.12
2019,3,26,6,98.31,3.66,2.71,24.3
2019,3,26,7,98.39,4.31,3.73,27.5
2019,3,26,8,98.44,4.71,4.1,30.45
2019,3,26,9,98.42,5.05,4.45,33.05
2019,3,26,10,98.35,5.19,4.63,34.98
2019,3,26,11,98.23,5.18,4.71,36.42
2019,3,26,12,98.11,5.1,4.75,37.33
2019,3,26,13,98.01,5.01,4.78,37.62
2019,3,26,14,97.96,5.09,4.9,37.3
2019,3,26,15,97.96,5.35,5.1,36.3
2019,3,26,16,98.02,5.66,5.2,34.65
2019,3,26,17,98.12,5.78,4.5,32.21
2019,3,26,18,98.23,5.24,2.58,29.09
2019,3,26,19,98.34,3.97,2.08,27.47
2019,3,26,20,98.42,2.92,1.78,26.29
2019,3,26,21,98.45,2.3,1.52,25.58
2019,3,26,22,98.44,2.13,1.44,25.01
2019,3,26,23,98.38,2.3,1.54,24.36
2019,3,27,0,98.31,2.61,1.7,23.7
2019,3,27,1,98.25,3.02,1.88,23.15
2019,3,27,2,98.24,3.2,1.95,22.83
2019,3,27,3,98.26,3.31,1.98,22.62
2019,3,27,4,98.31,3.5,2.04,22.49
2019,3,27,5,98.39,3.73,2.11,22.4
2019,3,27,6,98.48,3.85,2.95,24.65
2019,3,27,7,98.55,4.33,3.78,28.0
2019,3,27,8,98.59,4.18,3.69,30.83
2019,3,27,9,98.55,4.03,3.56,33.44
2019,3,27,10,98.46,3.91,3.49,35.59
2019,3,27,11,98.33,3.83,3.49,37.16
2019,3,27,12,98.17,3.83,3.65,38.18
2019,3,27,13,98.05,3.96,3.94,38.55
2019,3,27,14,97.98,4.18,4.24,38.2
2019,3,27,15,97.97,4.47,4.51,37.15
2019,3,27,16,98.03,4.87,4.68,35.41
2019,3,27,17,98.12,5.15,4.4,32.92
2019,3,27,18,98.26,4.73,3.44,30.44
2019,3,27,19,98.38,3.81,2.76,29.08
2019,3,27,20,98.47,3.24,2.0,28.15
2019,3,27,21,98.51,2.87,1.41,27.37
2019,3,27,22,98.5,2.69,1.37,26.73
2019,3,27,23,98.44,2.62,1.43,26.23
2019,3,28,0,98.35,2.49,1.45,25.8
2019,3,28,1,98.27,2.25,1.39,25.44
2019,3,28,2,98.23,1.9,1.2,25.46
2019,3,28,3,98.24,1.47,0.98,25.51
2019,3,28,4,98.29,1.12,0.76,25.57
2019,3,28,5,98.37,1.09,0.73,25.42
2019,3,28,6,98.46,1.3,1.12,26.38
2019,3,28,7,98.52,1.48,1.3,28.57
2019,3,28,8,98.55,1.53,1.32,30.86
2019,3,28,9,98.52,1.77,1.48,33.24
2019,3,28,10,98.41,2.47,2.08,35.4
2019,3,28,11,98.26,3.3,2.84,37.08
2019,3,28,12,98.09,4.19,3.7,38.21
2019,3,28,13,97.96,4.99,4.53,38.68
2019,3,28,14,97.92,5.77,5.34,38.3
2019,3,28,15,97.93,6.47,6.02,37.06
2019,3,28,16,97.98,6.8,6.14,35.03
2019,3,28,17,98.07,6.48,5.37,32.49
2019,3,28,18,98.18,5.29,3.5,30.1
2019,3,28,19,98.27,3.89,2.0,28.35
2019,3,28,20,98.32,2.95,1.68,27.05
2019,3,28,21,98.33,2.61,1.62,26.17
2019,3,28,22,98.29,2.7,1.67,25.44
2019,3,28,23,98.21,2.77,1.7,24.82
2019,3,29,0,98.12,2.73,1.67,24.31
2019,3,29,1,98.03,2.69,1.66,23.89
2019,3,29,2,97.99,2.7,1.66,23.57
2019,3,29,3,97.99,2.8,1.71,23.31
2019,3,29,4,98.04,2.8,1.74,23.12
2019,3,29,5,98.12,2.73,1.74,22.99
2019,3,29,6,98.2,2.65,2.05,24.95
2019,3,29,7,98.29,2.83,2.47,28.41
2019,3,29,8,98.33,1.93,1.66,31.96
2019,3,29,9,98.32,1.93,1.53,34.47
2019,3,29,10,98.25,2.44,2.13,36.36
2019,3,29,11,98.12,2.93,2.78,37.71
2019,3,29,12,97.99,3.46,3.45,38.51
2019,3,29,13,97.87,3.98,4.06,38.66
2019,3,29,14,97.8,4.35,4.47,38.18
2019,3,29,15,97.77,4.81,4.81,36.97
2019,3,29,16,97.83,5.32,5.02,34.98
2019,3,29,17,97.92,5.55,4.73,32.24
2019,3,29,18,98.05,5.09,3.91,29.8
2019,3,29,19,98.16,4.57,3.65,28.45
2019,3,29,20,98.24,4.31,3.39,27.57
2019,3,29,21,98.28,4.03,3.0,26.95
2019,3,29,22,98.26,3.87,2.56,26.44
2019,3,29,23,98.18,3.84,2.07,25.89
2019,3,30,0,98.09,3.61,1.79,25.51
2019,3,30,1,98.0,3.29,1.62,25.27
2019,3,30,2,97.97,3.09,1.54,25.11
2019,3,30,3,97.97,2.77,1.52,24.94
2019,3,30,4,98.01,2.34,1.42,24.73
2019,3,30,5,98.08,2.12,1.31,24.69
2019,3,30,6,98.17,2.0,1.63,26.11
2019,3,30,7,98.25,1.62,1.47,28.49
2019,3,30,8,98.29,1.07,0.85,31.76
2019,3,30,9,98.26,1.9,1.69,34.42
2019,3,30,10,98.17,2.62,2.5,36.33
2019,3,30,11,98.05,3.22,3.19,37.74
2019,3,30,12,97.94,3.83,3.9,38.55
2019,3,30,13,97.84,4.43,4.56,38.66
2019,3,30,14,97.79,5.14,5.24,38.05
2019,3,30,15,97.82,5.95,5.82,36.63
2019,3,30,16,97.88,6.57,6.07,34.33
2019,3,30,17,98.0,6.46,5.58,31.52
2019,3,30,18,98.12,5.76,4.72,29.31
2019,3,30,19,98.23,5.1,4.15,28.09
2019,3,30,20,98.3,4.38,3.52,27.29
2019,3,30,21,98.33,3.85,2.88,26.72
2019,3,30,22,98.32,3.65,2.27,26.19
2019,3,30,23,98.26,3.72,2.26,26.0
2019,3,31,0,98.18,3.73,2.22,25.95
2019,3,31,1,98.11,3.66,1.88,25.76
2019,3,31,2,98.08,3.61,1.76,25.51
2019,3,31,3,98.08,3.48,1.73,25.31
2019,3,31,4,98.12,3.24,1.74,25.1
2019,3,31,5,98.19,2.99,1.75,24.87
2019,3,31,6,98.26,2.82,2.17,26.57
2019,3,31,7,98.32,2.56,2.29,28.87
2019,3,31,8,98.35,1.91,1.76,31.5
2019,3,31,9,98.32,1.12,1.12,34.22
2019,3,31,10,98.23,0.77,1.0,36.46
2019,3,31,11,98.12,1.17,1.52,38.06
2019,3,31,12,97.97,1.95,2.35,39.01
2019,3,31,13,97.86,2.92,3.33,39.33
2019,3,31,14,97.79,3.81,4.17,38.86
2019,3,31,15,97.77,4.64,4.81,37.62
2019,3,31,16,97.81,5.82,5.52,35.49
2019,3,31,17,97.92,6.78,5.9,32.6
2019,3,31,18,98.04,6.85,5.68,30.27
2019,3,31,19,98.16,6.6,5.37,29.0
2019,3,31,20,98.26,5.8,4.72,28.26
2019,3,31,21,98.31,5.12,4.1,27.79
2019,3,31,22,98.3,4.7,3.66,27.36
2019,3,31,23,98.23,4.42,3.28,26.9
2019,4,1,0,98.14,4.33,3.02,26.47
2019,4,1,1,98.07,4.25,2.69,26.02
2019,4,1,2,98.02,4.03,2.18,25.56
2019,4,1,3,98.02,3.69,1.83,25.1
2019,4,1,4,98.05,3.34,1.7,24.73
2019,4,1,5,98.12,2.97,1.65,24.47
2019,4,1,6,98.2,2.84,2.28,26.17
2019,4,1,7,98.28,2.84,2.5,28.94
2019,4,1,8,98.32,2.35,2.16,32.12
2019,4,1,9,98.29,1.64,1.7,34.65
2019,4,1,10,98.2,1.45,1.73,36.66
2019,4,1,11,98.07,1.82,2.26,38.11
2019,4,1,12,97.93,2.52,3.0,38.98
2019,4,1,13,97.81,3.24,3.75,39.19
2019,4,1,14,97.74,4.04,4.42,38.66
2019,4,1,15,97.74,4.9,5.03,37.29
2019,4,1,16,97.79,5.98,5.62,35.0
2019,4,1,17,97.92,6.66,5.81,32.12
2019,4,1,18,98.06,6.63,5.55,29.99
2019,4,1,19,98.19,6.34,5.25,28.94
2019,4,1,20,98.27,5.65,4.64,28.37
2019,4,1,21,98.31,4.97,4.05,27.95
2019,4,1,22,98.28,4.45,3.58,27.59
2019,4,1,23,98.21,4.05,3.17,27.22
2019,4,2,0,98.12,3.91,2.86,26.86
2019,4,2,1,98.04,3.76,2.75,26.62
2019,4,2,2,97.98,3.57,2.48,26.4
2019,4,2,3,97.99,3.36,1.99,26.18
2019,4,2,4,98.03,3.13,1.53,25.9
2019,4,2,5,98.11,2.74,1.39,25.68
2019,4,2,6,98.2,2.45,1.97,26.8
2019,4,2,7,98.29,2.08,1.88,28.74
2019,4,2,8,98.33,1.33,1.29,31.31
2019,4,2,9,98.31,0.64,0.83,34.12
2019,4,2,10,98.22,0.7,1.0,36.44
2019,4,2,11,98.09,1.13,1.44,38.01
2019,4,2,12,97.94,1.73,2.02,39.02
2019,4,2,13,97.81,2.48,2.75,39.43
2019,4,2,14,97.73,3.25,3.46,39.15
2019,4,2,15,97.7,4.01,4.11,38.08
2019,4,2,16,97.75,4.69,4.52,36.21
2019,4,2,17,97.86,5.0,4.39,33.55
2019,4,2,18,97.98,4.63,3.76,31.16
2019,4,2,19,98.09,4.16,3.41,29.82
2019,4,2,20,98.17,3.85,3.1,28.9
2019,4,2,21,98.2,3.64,2.83,28.15
2019,4,2,22,98.17,3.44,2.5,27.52
2019,4,2,23,98.1,3.22,2.11,26.93
2019,4,3,0,98.02,3.03,1.73,26.44
2019,4,3,1,97.96,2.9,1.87,26.27
2019,4,3,2,97.92,2.84,1.9,26.3
2019,4,3,3,97.95,2.65,1.44,26.19
2019,4,3,4,98.01,2.33,1.16,25.99
2019,4,3,5,98.09,1.85,1.08,25.76
2019,4,3,6,98.17,1.38,1.15,26.83
2019,4,3,7,98.24,0.39,0.43,29.05
2019,4,3,8,98.28,0.97,0.84,32.33
2019,4,3,9,98.24,1.99,1.87,34.8
2019,4,3,10,98.15,2.97,2.88,36.69
2019,4,3,11,98.02,3.95,3.88,37.91
2019,4,3,12,97.88,4.89,4.83,38.52
2019,4,3,13,97.79,5.75,5.67,38.38
2019,4,3,14,97.76,6.42,6.25,37.54
2019,4,3,15,97.78,6.77,6.42,36.06
2019,4,3,16,97.87,6.7,6.14,34.07
2019,4,3,17,97.98,6.15,5.33,31.73
2019,4,3,18,98.1,4.89,3.95,29.81
2019,4,3,19,98.22,3.67,2.71,28.61
2019,4,3,20,98.28,2.83,1.51,27.55
2019,4,3,21,98.31,2.5,1.34,26.77
2019,4,3,22,98.31,2.45,1.38,26.23
2019,4,3,23,98.27,2.62,1.44,25.79
2019,4,4,0,98.19,2.7,1.46,25.4
2019,4,4,1,98.12,2.6,1.45,25.08
2019,4,4,2,98.1,2.53,1.46,24.81
2019,4,4,3,98.12,2.51,1.48,24.55
2019,4,4,4,98.17,2.38,1.46,24.3
2019,4,4,5,98.26,2.27,1.4,24.3
2019,4,4,6,98.35,2.3,1.88,25.94
2019,4,4,7,98.44,2.47,2.19,28.27
2019,4,4,8,98.49,2.67,2.47,30.8
2019,4,4,9,98.48,2.91,2.78,32.87
2019,4,4,10,98.41,3.17,3.14,34.66
2019,4,4,11,98.28,3.47,3.53,35.9
2019,4,4,12,98.15,3.8,3.94,36.6
2019,4,4,13,98.04,4.19,4.36,36.71
2019,4,4,14,97.96,4.57,4.71,36.38
2019,4,4,15,97.94,4.82,4.85,35.44
2019,4,4,16,97.98,5.1,4.91,33.82
2019,4,4,17,98.08,5.32,4.73,31.59
2019,4,4,18,98.19,5.15,4.16,29.62
2019,4,4,19,98.29,4.55,3.61,28.46
2019,4,4,20,98.36,3.93,2.91,27.57
2019,4,4,21,98.4,3.49,2.09,26.76
2019,4,4,22,98.38,3.16,1.57,26.09
2019,4,4,23,98.32,3.0,1.47,25.62
2019,4,5,0,98.25,2.85,1.43,25.24
2019,4,5,1,98.17,2.59,1.38,24.92
2019,4,5,2,98.12,2.21,1.3,24.64
2019,4,5,3,98.13,1.84,1.18,24.44
2019,4,5,4,98.16,1.56,1.07,24.36
2019,4,5,5,98.23,1.42,1.0,24.29
2019,4,5,6,98.31,1.36,1.04,25.39
2019,4,5,7,98.39,1.23,1.15,27.24
2019,4,5,8,98.43,1.02,1.03,30.69
2019,4,5,9,98.42,1.05,1.19,33.5
2019,4,5,10,98.36,1.3,1.56,35.57
2019,4,5,11,98.24,1.67,2.03,37.08
2019,4,5,12,98.1,2.08,2.5,38.07
2019,4,5,13,97.97,2.55,3.0,38.42
2019,4,5,14,97.9,3.17,3.57,38.09
2019,4,5,15,97.88,3.97,4.24,37.02
2019,4,5,16,97.92,4.91,4.81,35.19
2019,4,5,17,98.03,6.03,5.29,32.6
2019,4,5,18,98.17,6.2,5.15,30.19
2019,4,5,19,98.3,5.65,4.69,28.76
2019,4,5,20,98.4,4.85,3.98,27.92
2019,4,5,21,98.43,4.12,3.34,27.43
2019,4,5,22,98.41,3.47,2.77,27.08
2019,4,5,23,98.33,3.09,2.25,26.73
2019,4,6,0,98.24,2.95,1.75,26.34
2019,4,6,1,98.16,2.89,1.45,25.92
2019,4,6,2,98.11,2.76,1.39,25.55
2019,4,6,3,98.12,2.65,1.42,25.26
2019,4,6,4,98.17,2.62,1.48,25.02
2019,4,6,5,98.24,2.56,1.51,24.83
2019,4,6,6,98.31,2.79,2.26,26.55
2019,4,6,7,98.36,2.82,2.5,29.05
2019,4,6,8,98.37,2.47,2.18,31.76
2019,4,6,9,98.33,2.18,1.8,34.19
2019,4,6,10,98.24,2.0,1.47,36.26
2019,4,6,11,98.12,1.7,1.07,37.82
2019,4,6,12,97.98,1.18,0.54,38.9
2019,4,6,13,97.85,0.79,0.74,39.52
2019,4,6,14,97.77,1.26,1.66,39.42
2019,4,6,15,97.74,2.26,2.66,38.57
2019,4,6,16,97.77,3.42,3.53,36.84
2019,4,6,17,97.88,4.51,4.07,34.12
2019,4,6,18,98.02,4.99,4.19,31.62
2019,4,6,19,98.15,4.74,4.0,30.16
2019,4,6,20,98.25,4.43,3.69,29.17
2019,4,6,21,98.29,4.22,3.44,28.44
2019,4,6,22,98.27,4.09,3.24,27.83
2019,4,6,23,98.2,3.89,2.93,27.3
2019,4,7,0,98.1,3.81,2.8,26.9
2019,4,7,1,98.03,3.73,2.66,26.66
2019,4,7,2,98.0,3.49,2.27,26.46
2019,4,7,3,98.03,3.07,1.77,26.22
2019,4,7,4,98.09,2.74,1.39,25.95
2019,4,7,5,98.17,2.59,1.29,25.69
2019,4,7,6,98.25,2.64,2.17,26.6
2019,4,7,7,98.32,2.63,2.35,28.74
2019,4,7,8,98.35,1.96,1.79,31.58
2019,4,7,9,98.3,1.06,0.94,34.3
2019,4,7,10,98.2,0.44,0.11,36.58
2019,4,7,11,98.04,0.51,0.68,38.29
2019,4,7,12,97.88,1.22,1.56,39.26
2019,4,7,13,97.75,2.1,2.47,39.66
2019,4,7,14,97.68,2.89,3.25,39.37
2019,4,7,15,97.66,3.67,3.91,38.3
2019,4,7,16,97.71,4.6,4.49,36.39
2019,4,7,17,97.81,5.38,4.76,33.62
2019,4,7,18,97.94,5.25,4.41,31.2
2019,4,7,19,98.04,4.49,3.81,29.9
2019,4,7,20,98.12,3.85,3.26,29.08
2019,4,7,21,98.15,3.32,2.78,28.49
2019,4,7,22,98.13,2.87,2.4,28.07
2019,4,7,23,98.05,2.49,2.08,27.73
2019,4,8,0,97.95,2.1,1.77,27.4
2019,4,8,1,97.87,1.78,1.49,27.16
2019,4,8,2,97.84,1.53,1.29,26.98
2019,4,8,3,97.85,1.35,0.78,26.7
2019,4,8,4,97.92,1.24,0.65,26.52
2019,4,8,5,98.0,1.07,0.63,26.36
2019,4,8,6,98.1,1.0,0.86,27.26
2019,4,8,7,98.18,0.65,0.61,29.23
2019,4,8,8,98.22,0.53,0.55,32.19
2019,4,8,9,98.18,1.52,1.56,34.77
2019,4,8,10,98.09,2.25,2.36,36.42
2019,4,8,11,97.97,2.87,3.05,37.48
2019,4,8,12,97.83,3.43,3.69,38.12
2019,4,8,13,97.72,4.0,4.27,38.25
2019,4,8,14,97.66,4.52,4.73,37.56
2019,4,8,15,97.67,4.99,5.05,36.14
2019,4,8,16,97.72,5.47,5.25,34.13
2019,4,8,17,97.83,5.88,5.25,31.62
2019,4,8,18,97.96,6.03,5.14,29.45
2019,4,8,19,98.07,5.71,4.84,28.16
2019,4,8,20,98.14,5.09,4.33,27.51
2019,4,8,21,98.17,4.56,3.84,27.15
2019,4,8,22,98.17,4.4,3.68,26.97
2019,4,8,23,98.1,4.32,3.58,26.8
2019,4,9,0,98.03,4.22,3.46,26.64
2019,4,9,1,97.96,4.08,3.31,26.51
2019,4,9,2,97.92,3.65,2.95,26.33
2019,4,9,3,97.92,3.13,2.37,26.08
2019,4,9,4,97.98,2.7,1.98,25.94
2019,4,9,5,98.05,2.4,1.33,25.73
2019,4,9,6,98.12,2.41,2.06,26.65
2019,4,9,7,98.18,2.23,1.99,28.77
2019,4,9,8,98.21,1.78,1.63,31.3
2019,4,9,9,98.19,1.07,1.12,33.88
2019,4,9,10,98.1,0.52,0.92,36.14
2019,4,9,11,97.99,1.08,1.55,37.71
2019,4,9,12,97.86,1.91,2.38,38.68
2019,4,9,13,97.75,2.66,3.13,38.94
2019,4,9,14,97.69,3.3,3.74,38.43
2019,4,9,15,97.69,3.93,4.19,37.23
2019,4,9,16,97.74,4.77,4.65,35.3
2019,4,9,17,97.85,5.7,5.06,32.67
2019,4,9,18,97.98,5.98,5.05,30.43
2019,4,9,19,98.1,5.74,4.78,29.23
2019,4,9,20,98.16,5.2,4.27,28.51
2019,4,9,21,98.2,4.51,3.66,28.03
2019,4,9,22,98.19,4.05,3.21,27.63
2019,4,9,23,98.13,3.63,2.8,27.23
2019,4,10,0,98.06,3.27,2.31,26.87
2019,4,10,1,98.01,3.05,2.19,26.73
2019,4,10,2,97.99,2.86,2.03,26.65
2019,4,10,3,98.0,2.66,1.6,26.51
